"date","team","goals","elo","rank","match_id","stage"
"13-Feb-2002","Northern Ireland",1,1531,65,"2002-24","Friendly"
"13-Feb-2002","Saudi Arabia",0,1700,39,"2002-25","Friendly"
"13-Feb-2002","Denmark",1,1876,8,"2002-25","Friendly"
"13-Feb-2002","Spain",1,1963,6,"2002-26","Friendly"
"13-Feb-2002","Portugal",1,2011,2,"2002-26","Friendly"
"13-Feb-2002","Uruguay",2,1788,25,"2002-27","Friendly"
"13-Feb-2002","South Korea",1,1686,41,"2002-27","Friendly"
"13-Feb-2002","Wales",1,1552,62,"2002-28","Friendly"
"13-Feb-2002","Argentina",1,2003,2,"2002-28","Friendly"
"13-Feb-2002","Yugoslavia",2,1834,14,"2002-29","Friendly"
"13-Feb-2002","Mexico",1,1807,21,"2002-29","Friendly"
"15-Feb-2002","China",0,1725,36,"2002-30","Friendly tournament"
"15-Feb-2002","Slovenia",0,1728,35,"2002-30","Friendly tournament"
"2-Mar-2002","United States",4,1800,20,"2002-31","Friendly"
"2-Mar-2002","Honduras",0,1739,28,"2002-31","Friendly"
"7-Mar-2002","Brazil",6,1847,15,"2002-32","Friendly"
"7-Mar-2002","Iceland",1,1589,55,"2002-32","Friendly"
"10-Mar-2002","United States",1,1812,20,"2002-33","Friendly"
"10-Mar-2002","Ecuador",0,1707,38,"2002-33","Friendly"
"13-Mar-2002","Mexico",4,1817,21,"2002-34","Friendly"
"13-Mar-2002","Albania",0,1448,91,"2002-34","Friendly"
"13-Mar-2002","Tunisia",0,1634,49,"2002-35","Friendly"
"13-Mar-2002","South Korea",0,1691,42,"2002-35","Friendly"
"14-Mar-2002","Estonia",2,1346,107,"2002-36","Friendly"
"14-Mar-2002","Saudi Arabia",0,1654,40,"2002-36","Friendly"
"20-Mar-2002","Saudi Arabia",1,1681,44,"2002-37","Friendly"
"20-Mar-2002","South Africa",0,1595,54,"2002-37","Friendly"
"20-Mar-2002","South Korea",2,1692,38,"2002-38","Friendly"
"20-Mar-2002","Finland",0,1698,33,"2002-38","Friendly"
"21-Mar-2002","Japan",1,1867,14,"2002-39","Friendly"
"21-Mar-2002","Ukraine",0,1690,41,"2002-39","Friendly"
"26-Mar-2002","Nigeria",1,1732,33,"2002-40","Friendly"
"26-Mar-2002","Paraguay",1,1718,36,"2002-40","Friendly"
"26-Mar-2002","South Korea",0,1709,38,"2002-41","Friendly"
"26-Mar-2002","Turkey",0,1780,26,"2002-41","Friendly"
"27-Mar-2002","Argentina",2,2001,2,"2002-42","Friendly"
"27-Mar-2002","Cameroon",2,1807,20,"2002-42","Friendly"
"27-Mar-2002","Brazil",1,1852,15,"2002-43","Friendly"
"27-Mar-2002","Yugoslavia",0,1830,16,"2002-43","Friendly"
"27-Mar-2002","Croatia",0,1865,10,"2002-44","Friendly"
"27-Mar-2002","Slovenia",0,1728,32,"2002-44","Friendly"
"27-Mar-2002","Ecuador",3,1712,34,"2002-45","Friendly"
"27-Mar-2002","Bulgaria",0,1660,43,"2002-45","Friendly"
"27-Mar-2002","England",1,1915,7,"2002-46","Friendly"
"27-Mar-2002","Italy",2,2019,2,"2002-46","Friendly"
"27-Mar-2002","Estonia",2,1373,102,"2002-47","Friendly"
"27-Mar-2002","Russia",1,1792,20,"2002-47","Friendly"
"27-Mar-2002","France",5,2116,1,"2002-48","Friendly"
"27-Mar-2002","Scotland",0,1731,32,"2002-48","Friendly"
"27-Mar-2002","Georgia",4,1594,52,"2002-49","Friendly"
"27-Mar-2002","South Africa",1,1577,54,"2002-49","Friendly"
"27-Mar-2002","Germany",4,1876,5,"2002-50","Friendly"
"27-Mar-2002","United States",2,1799,22,"2002-50","Friendly"
"27-Mar-2002","Greece",3,1659,46,"2002-51","Friendly"
"27-Mar-2002","Belgium",2,1815,18,"2002-51","Friendly"
"27-Mar-2002","Ireland",3,1871,5,"2002-52","Friendly"
"27-Mar-2002","Denmark",0,1858,9,"2002-52","Friendly"
"27-Mar-2002","Netherlands",1,1991,3,"2002-53","Friendly"
"27-Mar-2002","Spain",0,1951,6,"2002-53","Friendly"
"27-Mar-2002","Poland",0,1729,28,"2002-54","Friendly"
"27-Mar-2002","Japan",2,1870,4,"2002-54","Friendly"
"27-Mar-2002","Portugal",1,1949,3,"2002-55","Friendly"
"27-Mar-2002","Finland",4,1715,21,"2002-55","Friendly"
"27-Mar-2002","Saudi Arabia",3,1689,36,"2002-56","Friendly"
"27-Mar-2002","Uruguay",2,1773,25,"2002-56","Friendly"
"27-Mar-2002","Senegal",2,1694,41,"2002-57","Friendly"
"27-Mar-2002","Bolivia",1,1555,60,"2002-57","Friendly"
"27-Mar-2002","Sweden",1,1871,8,"2002-58","Friendly"
"27-Mar-2002","Switzerland",1,1668,46,"2002-58","Friendly"
"27-Mar-2002","Tunisia",0,1635,49,"2002-59","Friendly"
"27-Mar-2002","Norway",0,1742,31,"2002-59","Friendly"
"30-Mar-2002","Botswana",0,1150,162,"2002-60","COSAFA Cup"
"30-Mar-2002","South Africa",0,1560,57,"2002-60","COSAFA Cup"
"3-Apr-2002","United States",1,1808,18,"2002-61","Friendly"
"3-Apr-2002","Mexico",0,1805,20,"2002-61","Friendly"
"17-Apr-2002","Austria",0,1685,43,"2002-62","Friendly"
"17-Apr-2002","Cameroon",0,1810,23,"2002-62","Friendly"
"17-Apr-2002","Belgium",1,1815,19,"2002-63","Friendly"
"17-Apr-2002","Slovakia",1,1698,39,"2002-63","Friendly"
"17-Apr-2002","Croatia",2,1871,13,"2002-64","Friendly"
"17-Apr-2002","Bosnia and Herzegovina",0,1522,72,"2002-64","Friendly"
"17-Apr-2002","Denmark",3,1871,13,"2002-65","Friendly"
"17-Apr-2002","Israel",1,1657,48,"2002-65","Friendly"
"17-Apr-2002","Ecuador",0,1720,36,"2002-66","Friendly"
"17-Apr-2002","South Africa",0,1575,55,"2002-66","Friendly"
"17-Apr-2002","England",4,1925,7,"2002-67","Friendly"
"17-Apr-2002","Paraguay",0,1708,38,"2002-67","Friendly"
"17-Apr-2002","France",0,2102,1,"2002-68","Friendly"
"17-Apr-2002","Russia",0,1810,20,"2002-68","Friendly"
"17-Apr-2002","Germany",0,1867,8,"2002-69","Friendly"
"17-Apr-2002","Argentina",1,2006,3,"2002-69","Friendly"
"17-Apr-2002","Ireland",2,1884,7,"2002-70","Friendly"
"17-Apr-2002","United States",1,1804,21,"2002-70","Friendly"
"17-Apr-2002","Italy",1,2013,2,"2002-71","Friendly"
"17-Apr-2002","Uruguay",1,1783,24,"2002-71","Friendly"
"17-Apr-2002","Japan",1,1874,9,"2002-72","Friendly"
"17-Apr-2002","Costa Rica",1,1784,25,"2002-72","Friendly"
"17-Apr-2002","Mexico",1,1813,20,"2002-73","Friendly"
"17-Apr-2002","Bulgaria",0,1664,45,"2002-73","Friendly"
"17-Apr-2002","Norway",0,1742,30,"2002-74","Friendly"
"17-Apr-2002","Sweden",0,1876,9,"2002-74","Friendly"
"17-Apr-2002","Northern Ireland",0,1521,71,"2002-75","Friendly"
"17-Apr-2002","Spain",5,1958,6,"2002-75","Friendly"
"17-Apr-2002","Poland",1,1721,31,"2002-76","Friendly"
"17-Apr-2002","Romania",2,1820,16,"2002-76","Friendly"
"17-Apr-2002","Portugal",1,1969,5,"2002-77","Friendly"
"17-Apr-2002","Brazil",1,1859,15,"2002-77","Friendly"
"17-Apr-2002","Scotland",1,1707,34,"2002-78","Friendly"
"17-Apr-2002","Nigeria",2,1732,25,"2002-78","Friendly"
"17-Apr-2002","Slovenia",1,1734,31,"2002-79","Friendly"
"17-Apr-2002","Tunisia",0,1625,49,"2002-79","Friendly"
"17-Apr-2002","Turkey",2,1782,25,"2002-80","Friendly"
"17-Apr-2002","Chile",0,1580,55,"2002-80","Friendly"
"21-Apr-2002","South Korea",2,1711,31,"2002-81","Friendly"
"21-Apr-2002","Costa Rica",0,1761,27,"2002-81","Friendly"
"27-Apr-2002","South Korea",0,1719,35,"2002-82","Friendly"
"27-Apr-2002","China",0,1725,35,"2002-82","Friendly"
"29-Apr-2002","Japan",1,1879,9,"2002-83","Friendly tournament"
"29-Apr-2002","Slovakia",0,1694,40,"2002-83","Friendly tournament"
"2-May-2002","Japan",3,1866,9,"2002-84","Friendly tournament"
"2-May-2002","Honduras",3,1751,28,"2002-84","Friendly tournament"
"4-May-2002","Nigeria",3,1745,28,"2002-85","Friendly"
"4-May-2002","Kenya",0,1371,114,"2002-85","Friendly"
"8-May-2002","Ecuador",1,1724,30,"2002-86","Friendly"
"8-May-2002","Yugoslavia",0,1812,16,"2002-86","Friendly"
"8-May-2002","Hungary",0,1548,62,"2002-87","Friendly"
"8-May-2002","Croatia",2,1873,5,"2002-87","Friendly"
"9-May-2002","Costa Rica",1,1755,27,"2002-88","Friendly"
"9-May-2002","Colombia",2,1870,4,"2002-88","Friendly"
"9-May-2002","Germany",7,1876,11,"2002-89","Friendly"
"9-May-2002","Kuwait",0,1527,71,"2002-89","Friendly"
"11-May-2002","China",3,1728,36,"2002-90","Friendly"
"11-May-2002","Thailand",1,1439,95,"2002-90","Friendly"
"12-May-2002","Mexico",2,1819,17,"2002-91","Friendly"
"12-May-2002","Colombia",1,1862,9,"2002-91","Friendly"
"12-May-2002","South Africa",1,1579,57,"2002-92","Friendly"
"12-May-2002","Madagascar",0,1360,116,"2002-92","Friendly"
"12-May-2002","United States",2,1810,22,"2002-93","Friendly"
"12-May-2002","Uruguay",1,1777,25,"2002-93","Friendly"
"14-May-2002","Belgium",0,1803,21,"2002-94","Friendly"
"14-May-2002","Algeria",0,1482,79,"2002-94","Friendly"
"14-May-2002","Norway",3,1743,25,"2002-95","Friendly"
"14-May-2002","Japan",0,1837,12,"2002-95","Friendly"
"14-May-2002","Saudi Arabia",3,1699,40,"2002-96","Friendly"
"14-May-2002","Senegal",2,1684,42,"2002-96","Friendly"
"14-May-2002","Wales",1,1565,56,"2002-97","Friendly"
"14-May-2002","Germany",0,1849,10,"2002-97","Friendly"
"16-May-2002","China",0,1679,36,"2002-98","Friendly tournament"
"16-May-2002","Uruguay",2,1784,24,"2002-98","Friendly tournament"
"16-May-2002","Ireland",1,1858,8,"2002-99","Friendly"
"16-May-2002","Nigeria",2,1747,26,"2002-99","Friendly"
"16-May-2002","Mexico",1,1828,15,"2002-100","Friendly"
"16-May-2002","Bolivia",0,1551,62,"2002-100","Friendly"
"16-May-2002","South Korea",4,1722,31,"2002-101","Friendly"
"16-May-2002","Scotland",1,1694,38,"2002-101","Friendly"
"16-May-2002","United States",5,1817,20,"2002-102","Friendly"
"16-May-2002","Jamaica",0,1527,67,"2002-102","Friendly"
"17-May-2002","Denmark",2,1875,6,"2002-103","Friendly"
"17-May-2002","Cameroon",1,1799,24,"2002-103","Friendly"
"17-May-2002","Russia",1,1794,22,"2002-104","Friendly tournament"
"17-May-2002","Belarus",1,1534,62,"2002-104","Friendly tournament"
"17-May-2002","Slovenia",2,1739,32,"2002-105","Friendly"
"17-May-2002","Ghana",0,1527,67,"2002-105","Friendly"
"17-May-2002","Sweden",1,1845,9,"2002-106","Friendly"
"17-May-2002","Paraguay",2,1713,37,"2002-106","Friendly"
"18-May-2002","Czechia",1,1834,16,"2002-107","Friendly"
"18-May-2002","Italy",0,1997,2,"2002-107","Friendly"
"18-May-2002","France",1,2074,1,"2002-108","Friendly"
"18-May-2002","Belgium",2,1812,17,"2002-108","Friendly"
"18-May-2002","Germany",6,1864,11,"2002-109","Friendly"
"18-May-2002","Austria",2,1674,44,"2002-109","Friendly"
"18-May-2002","Nigeria",1,1763,26,"2002-110","Friendly tournament"
"18-May-2002","Jamaica",0,1519,69,"2002-110","Friendly tournament"
"18-May-2002","Poland",1,1732,35,"2002-111","Friendly"
"18-May-2002","Estonia",0,1389,108,"2002-111","Friendly"
"19-May-2002","Russia",1,1796,23,"2002-112","Friendly tournament"
"19-May-2002","Yugoslavia",1,1794,25,"2002-112","Friendly tournament"
"19-May-2002","United States",0,1797,21,"2002-113","Friendly"
"19-May-2002","Netherlands",2,1998,2,"2002-113","Friendly"
"20-May-2002","South Africa",2,1582,51,"2002-114","Friendly tournament"
"20-May-2002","Scotland",0,1647,38,"2002-114","Friendly tournament"
"21-May-2002","Singapore",1,1205,156,"2002-115","Friendly tournament"
"21-May-2002","Uruguay",2,1810,21,"2002-115","Friendly tournament"
"21-May-2002","South Korea",1,1735,32,"2002-116","Friendly"
"21-May-2002","England",1,1924,7,"2002-116","Friendly"
"23-May-2002","Senegal",1,1691,41,"2002-117","Friendly"
"23-May-2002","Ecuador",0,1715,34,"2002-117","Friendly"
"23-May-2002","South Africa",2,1612,46,"2002-118","Friendly tournament"
"23-May-2002","Turkey",0,1724,26,"2002-118","Friendly tournament"
"25-May-2002","Japan",1,1850,15,"2002-119","Friendly"
"25-May-2002","Sweden",1,1861,14,"2002-119","Friendly"
"25-May-2002","Malaysia",0,1269,140,"2002-120","Friendly"
"25-May-2002","Brazil",4,1865,13,"2002-120","Friendly"
"25-May-2002","Portugal",2,1975,5,"2002-121","Friendly"
"25-May-2002","China",0,1695,39,"2002-121","Friendly"
"26-May-2002","Belgium",1,1830,15,"2002-122","Friendly"
"26-May-2002","Costa Rica",0,1749,27,"2002-122","Friendly"
"26-May-2002","Cameroon",2,1805,23,"2002-123","Friendly"
"26-May-2002","England",2,1921,7,"2002-123","Friendly"
"26-May-2002","Denmark",2,1881,8,"2002-124","Friendly"
"26-May-2002","Tunisia",1,1622,51,"2002-124","Friendly"
"26-May-2002","South Korea",2,1730,33,"2002-125","Friendly"
"26-May-2002","France",3,2092,1,"2002-125","Friendly"
"31-May-2002","Senegal",1,1702,20,"2002-126","World Cup"
"31-May-2002","France",0,1988,1,"2002-126","World Cup"
"1-Jun-2002","Cameroon",1,1808,19,"2002-127","World Cup"
"1-Jun-2002","Ireland",1,1862,10,"2002-127","World Cup"
"1-Jun-2002","Denmark",2,1885,8,"2002-128","World Cup"
"1-Jun-2002","Uruguay",1,1764,21,"2002-128","World Cup"
"1-Jun-2002","Germany",8,1870,4,"2002-129","World Cup"
"1-Jun-2002","Saudi Arabia",0,1626,39,"2002-129","World Cup"
"2-Jun-2002","Argentina",1,2015,2,"2002-130","World Cup"
"2-Jun-2002","Nigeria",0,1745,26,"2002-130","World Cup"
"2-Jun-2002","England",1,1914,7,"2002-131","World Cup"
"2-Jun-2002","Sweden",1,1864,10,"2002-131","World Cup"
"2-Jun-2002","Paraguay",2,1715,37,"2002-132","World Cup"
"2-Jun-2002","South Africa",2,1645,48,"2002-132","World Cup"
"2-Jun-2002","Spain",3,1963,4,"2002-133","World Cup"
"2-Jun-2002","Slovenia",1,1703,33,"2002-133","World Cup"
"3-Jun-2002","Brazil",2,1867,6,"2002-134","World Cup"
"3-Jun-2002","Turkey",1,1715,27,"2002-134","World Cup"
"3-Jun-2002","Italy",2,2009,2,"2002-135","World Cup"
"3-Jun-2002","Ecuador",0,1696,36,"2002-135","World Cup"
"3-Jun-2002","Mexico",1,1832,10,"2002-136","World Cup"
"3-Jun-2002","Croatia",0,1812,10,"2002-136","World Cup"
"4-Jun-2002","Costa Rica",2,1757,23,"2002-137","World Cup"
"4-Jun-2002","China",0,1624,40,"2002-137","World Cup"
"4-Jun-2002","Japan",2,1833,15,"2002-138","World Cup"
"4-Jun-2002","Belgium",2,1838,12,"2002-138","World Cup"
"4-Jun-2002","South Korea",2,1734,21,"2002-139","World Cup"
"4-Jun-2002","Poland",0,1669,35,"2002-139","World Cup"
"5-Jun-2002","Germany",1,1902,8,"2002-140","World Cup"
"5-Jun-2002","Ireland",1,1868,9,"2002-140","World Cup"
"5-Jun-2002","Russia",2,1801,21,"2002-141","World Cup"
"5-Jun-2002","Tunisia",0,1578,52,"2002-141","World Cup"
"5-Jun-2002","United States",3,1809,8,"2002-142","World Cup"
"5-Jun-2002","Portugal",2,1892,6,"2002-142","World Cup"
"6-Jun-2002","Cameroon",1,1814,17,"2002-143","World Cup"
"6-Jun-2002","Saudi Arabia",0,1630,45,"2002-143","World Cup"
"6-Jun-2002","Denmark",1,1885,8,"2002-144","World Cup"
"6-Jun-2002","Senegal",1,1756,24,"2002-144","World Cup"
"6-Jun-2002","France",0,2004,1,"2002-145","World Cup"
"6-Jun-2002","Uruguay",0,1788,22,"2002-145","World Cup"
"7-Jun-2002","England",1,1919,5,"2002-146","World Cup"
"7-Jun-2002","Argentina",0,1949,1,"2002-146","World Cup"
"7-Jun-2002","Spain",3,1983,3,"2002-147","World Cup"
"7-Jun-2002","Paraguay",1,1690,36,"2002-147","World Cup"
"7-Jun-2002","Sweden",2,1869,7,"2002-148","World Cup"
"7-Jun-2002","Nigeria",1,1715,30,"2002-148","World Cup"
"8-Jun-2002","Brazil",4,1888,5,"2002-149","World Cup"
"8-Jun-2002","China",0,1614,45,"2002-149","World Cup"
"8-Jun-2002","Croatia",2,1846,5,"2002-150","World Cup"
"8-Jun-2002","Italy",1,1936,1,"2002-150","World Cup"
"8-Jun-2002","South Africa",1,1652,30,"2002-151","World Cup"
"8-Jun-2002","Slovenia",0,1651,35,"2002-151","World Cup"
"9-Jun-2002","Costa Rica",1,1785,26,"2002-152","World Cup"
"9-Jun-2002","Turkey",1,1736,32,"2002-152","World Cup"
"9-Jun-2002","Japan",1,1843,13,"2002-153","World Cup"
"9-Jun-2002","Russia",0,1785,23,"2002-153","World Cup"
"9-Jun-2002","Mexico",2,1866,11,"2002-154","World Cup"
"9-Jun-2002","Ecuador",1,1677,35,"2002-154","World Cup"
"10-Jun-2002","Belgium",1,1812,18,"2002-155","World Cup"
"10-Jun-2002","Tunisia",1,1602,52,"2002-155","World Cup"
"10-Jun-2002","Portugal",4,1936,5,"2002-156","World Cup"
"10-Jun-2002","Poland",0,1655,37,"2002-156","World Cup"
"10-Jun-2002","South Korea",1,1764,28,"2002-157","World Cup"
"10-Jun-2002","United States",1,1853,17,"2002-157","World Cup"
"11-Jun-2002","Denmark",2,1897,4,"2002-158","World Cup"
"11-Jun-2002","France",0,1901,1,"2002-158","World Cup"
"11-Jun-2002","Germany",2,1906,9,"2002-159","World Cup"
"11-Jun-2002","Cameroon",0,1760,19,"2002-159","World Cup"
"11-Jun-2002","Ireland",3,1872,8,"2002-160","World Cup"
"11-Jun-2002","Saudi Arabia",0,1602,48,"2002-160","World Cup"
"11-Jun-2002","Senegal",3,1768,27,"2002-161","World Cup"
"11-Jun-2002","Uruguay",3,1801,23,"2002-161","World Cup"
"12-Jun-2002","Argentina",1,1972,3,"2002-162","World Cup"
"12-Jun-2002","Sweden",1,1890,10,"2002-162","World Cup"
"12-Jun-2002","England",0,1924,7,"2002-163","World Cup"
"12-Jun-2002","Nigeria",0,1736,31,"2002-163","World Cup"
"12-Jun-2002","Paraguay",3,1706,31,"2002-164","World Cup"
"12-Jun-2002","Slovenia",1,1601,40,"2002-164","World Cup"
"12-Jun-2002","Spain",3,1999,2,"2002-165","World Cup"
"12-Jun-2002","South Africa",2,1670,38,"2002-165","World Cup"
"13-Jun-2002","Brazil",5,1912,6,"2002-166","World Cup"
"13-Jun-2002","Costa Rica",2,1720,26,"2002-166","World Cup"
"13-Jun-2002","Ecuador",1,1694,33,"2002-167","World Cup"
"13-Jun-2002","Croatia",0,1800,13,"2002-167","World Cup"
"13-Jun-2002","Italy",1,1964,3,"2002-168","World Cup"
"13-Jun-2002","Mexico",1,1883,12,"2002-168","World Cup"
"13-Jun-2002","Turkey",3,1741,18,"2002-169","World Cup"
"13-Jun-2002","China",0,1564,49,"2002-169","World Cup"
"14-Jun-2002","Belgium",3,1830,12,"2002-170","World Cup"
"14-Jun-2002","Russia",2,1749,22,"2002-170","World Cup"
"14-Jun-2002","Japan",2,1863,13,"2002-171","World Cup"
"14-Jun-2002","Tunisia",0,1598,52,"2002-171","World Cup"
"14-Jun-2002","Poland",3,1678,29,"2002-172","World Cup"
"14-Jun-2002","United States",1,1722,16,"2002-172","World Cup"
"14-Jun-2002","South Korea",1,1765,16,"2002-173","World Cup"
"14-Jun-2002","Portugal",0,1883,6,"2002-173","World Cup"
"15-Jun-2002","England",3,1941,-3,"2002-174","World Cup"
"15-Jun-2002","Denmark",0,1848,6,"2002-174","World Cup"
"15-Jun-2002","Germany",1,1942,6,"2002-175","World Cup"
"15-Jun-2002","Paraguay",0,1719,34,"2002-175","World Cup"
"16-Jun-2002","Ireland",1,1895,8,"2002-176","World Cup"
"16-Jun-2002","Spain",1,1990,2,"2002-176","World Cup"
"16-Jun-2002","Senegal",2,1771,14,"2002-177","World Cup"
"16-Jun-2002","Sweden",1,1816,11,"2002-177","World Cup"
"17-Jun-2002","Brazil",2,1947,0,"2002-178","World Cup"
"17-Jun-2002","Belgium",0,1790,15,"2002-178","World Cup"
"17-Jun-2002","United States",2,1788,4,"2002-179","World Cup"
"17-Jun-2002","Mexico",0,1775,12,"2002-179","World Cup"
"18-Jun-2002","Japan",0,1784,12,"2002-180","World Cup"
"18-Jun-2002","Turkey",1,1778,19,"2002-180","World Cup"
"18-Jun-2002","South Korea",2,1803,10,"2002-181","World Cup"
"18-Jun-2002","Italy",1,1900,6,"2002-181","World Cup"
"21-Jun-2002","Brazil",2,1981,-2,"2002-182","World Cup"
"21-Jun-2002","England",1,1934,3,"2002-182","World Cup"
"21-Jun-2002","Germany",1,1957,3,"2002-183","World Cup"
"21-Jun-2002","United States",0,1804,14,"2002-183","World Cup"
"22-Jun-2002","South Korea",0,1839,16,"2002-184","World Cup"
"22-Jun-2002","Spain",0,1989,3,"2002-184","World Cup"
"22-Jun-2002","Turkey",1,1823,5,"2002-185","World Cup"
"22-Jun-2002","Senegal",0,1754,24,"2002-185","World Cup"
"25-Jun-2002","South Korea",0,1790,17,"2002-186","World Cup"
"25-Jun-2002","Germany",1,1978,1,"2002-186","World Cup"
"26-Jun-2002","Brazil",1,2012,1,"2002-187","World Cup"
"26-Jun-2002","Turkey",0,1818,14,"2002-187","World Cup"
"29-Jun-2002","South Korea",2,1743,23,"2002-188","World Cup"
"29-Jun-2002","Turkey",3,1835,8,"2002-188","World Cup"
"30-Jun-2002","Brazil",2,2029,1,"2002-189","World Cup"
"30-Jun-2002","Germany",0,1921,3,"2002-189","World Cup"
"21-Jul-2002","South Africa",0,1645,41,"2002-190","COSAFA Cup"
"21-Jul-2002","Madagascar",0,1363,109,"2002-190","COSAFA Cup"
"1-Mar-2006","Croatia",3,1834,13,"2006-1","Friendly"
"1-Mar-2006","Argentina",2,1905,8,"2006-1","Friendly"
"1-Mar-2006","England",2,1964,1,"2006-2","Friendly"
"1-Mar-2006","Uruguay",1,1813,20,"2006-2","Friendly"
"1-Mar-2006","France",1,1940,3,"2006-3","Friendly"
"1-Mar-2006","Slovakia",2,1681,41,"2006-3","Friendly"
"1-Mar-2006","Iran",3,1797,23,"2006-4","Friendly"
"1-Mar-2006","Costa Rica",2,1732,35,"2006-4","Friendly"
"1-Mar-2006","Ireland",3,1824,15,"2006-5","Friendly"
"1-Mar-2006","Sweden",0,1859,11,"2006-5","Friendly"
"1-Mar-2006","Italy",4,1940,7,"2006-6","Friendly"
"1-Mar-2006","Germany",1,1871,10,"2006-6","Friendly"
"1-Mar-2006","Mexico",1,1830,18,"2006-7","Friendly"
"1-Mar-2006","Ghana",0,1565,67,"2006-7","Friendly"
"1-Mar-2006","Netherlands",1,1993,2,"2006-8","Friendly"
"1-Mar-2006","Ecuador",0,1717,40,"2006-8","Friendly"
"1-Mar-2006","Portugal",3,1909,9,"2006-9","Friendly"
"1-Mar-2006","Saudi Arabia",0,1595,57,"2006-9","Friendly"
"1-Mar-2006","Russia",0,1741,33,"2006-10","Friendly"
"1-Mar-2006","Brazil",1,2027,1,"2006-10","Friendly"
"1-Mar-2006","Scotland",1,1652,44,"2006-11","Friendly"
"1-Mar-2006","Switzerland",3,1779,22,"2006-11","Friendly"
"1-Mar-2006","South Korea",1,1745,32,"2006-12","Friendly"
"1-Mar-2006","Angola",0,1550,69,"2006-12","Friendly"
"1-Mar-2006","Spain",3,1957,4,"2006-13","Friendly"
"1-Mar-2006","Ivory Coast",2,1751,32,"2006-13","Friendly"
"1-Mar-2006","Tunisia",0,1684,42,"2006-14","Friendly"
"1-Mar-2006","Serbia and Montenegro",1,1791,24,"2006-14","Friendly"
"1-Mar-2006","Turkey",2,1845,16,"2006-15","Friendly"
"1-Mar-2006","Czechia",2,1964,4,"2006-15","Friendly"
"1-Mar-2006","United States",1,1855,13,"2006-16","Friendly"
"1-Mar-2006","Poland",0,1827,15,"2006-16","Friendly"
"1-Mar-2006","Wales",0,1593,60,"2006-17","Friendly"
"1-Mar-2006","Paraguay",0,1774,29,"2006-17","Friendly"
"15-Mar-2006","Saudi Arabia",2,1592,59,"2006-18","Friendly"
"15-Mar-2006","Iraq",2,1571,66,"2006-18","Friendly"
"22-Mar-2006","Germany",4,1882,11,"2006-19","Friendly"
"22-Mar-2006","United States",1,1841,13,"2006-19","Friendly"
"28-Mar-2006","Saudi Arabia",1,1584,60,"2006-20","Friendly"
"28-Mar-2006","Poland",2,1837,16,"2006-20","Friendly"
"29-Mar-2006","Mexico",2,1834,17,"2006-21","Friendly"
"29-Mar-2006","Paraguay",1,1760,29,"2006-21","Friendly"
"30-Mar-2006","Japan",1,1807,20,"2006-22","Friendly"
"30-Mar-2006","Ecuador",0,1709,40,"2006-22","Friendly"
"11-Apr-2006","United States",1,1839,14,"2006-23","Friendly"
"11-Apr-2006","Jamaica",1,1649,49,"2006-23","Friendly"
"29-Apr-2006","Angola",5,1553,63,"2006-24","COSAFA Cup"
"29-Apr-2006","Mauritius",1,1299,120,"2006-24","COSAFA Cup"
"30-Apr-2006","Lesotho",1,1131,166,"2006-25","COSAFA Cup"
"30-Apr-2006","Angola",3,1569,65,"2006-25","COSAFA Cup"
"2-May-2006","Poland",0,1805,16,"2006-26","Friendly"
"2-May-2006","Lithuania",1,1478,76,"2006-26","Friendly"
"5-May-2006","Mexico",1,1842,14,"2006-27","Friendly"
"5-May-2006","Venezuela",0,1597,56,"2006-27","Friendly"
"9-May-2006","Japan",1,1768,21,"2006-28","Friendly tournament"
"9-May-2006","Bulgaria",2,1725,31,"2006-28","Friendly tournament"
"10-May-2006","Trinidad and Tobago",1,1589,62,"2006-29","Friendly"
"10-May-2006","Peru",1,1662,46,"2006-29","Friendly"
"11-May-2006","Belgium",2,1701,42,"2006-30","Friendly"
"11-May-2006","Saudi Arabia",1,1576,62,"2006-30","Friendly"
"12-May-2006","Mexico",2,1846,13,"2006-31","Friendly"
"12-May-2006","Democratic Republic of Congo",1,1487,88,"2006-31","Friendly"
"13-May-2006","Japan",0,1776,25,"2006-32","Friendly tournament"
"13-May-2006","Scotland",0,1701,41,"2006-32","Friendly tournament"
"14-May-2006","Poland",4,1824,19,"2006-33","Friendly"
"14-May-2006","Faroe Islands",0,1211,154,"2006-33","Friendly"
"14-May-2006","Saudi Arabia",1,1583,60,"2006-34","Friendly"
"14-May-2006","Togo",0,1479,85,"2006-34","Friendly"
"23-May-2006","Austria",1,1619,51,"2006-35","Friendly"
"23-May-2006","Croatia",4,1847,12,"2006-35","Friendly"
"23-May-2006","South Korea",1,1738,34,"2006-36","Friendly"
"23-May-2006","Senegal",1,1663,47,"2006-36","Friendly"
"23-May-2006","United States",0,1812,16,"2006-37","Friendly"
"23-May-2006","Morocco",1,1648,46,"2006-37","Friendly"
"24-May-2006","Colombia",1,1759,31,"2006-38","Friendly"
"24-May-2006","Ecuador",1,1714,39,"2006-38","Friendly"
"24-May-2006","Norway",2,1734,36,"2006-39","Friendly"
"24-May-2006","Paraguay",2,1768,29,"2006-39","Friendly"
"25-May-2006","Australia",1,1786,22,"2006-40","Friendly"
"25-May-2006","Greece",0,1796,21,"2006-40","Friendly"
"25-May-2006","Sweden",0,1859,12,"2006-41","Friendly"
